0.121328942|0.512339332|0.275018736|0.188888889|0.210638298|0.160087336|0.1332279
0.134417777|0.254241645|0.25098676|0.607936508|0.643262411|0.58489083|0.297972224
0.102756406|0.706683805|0.124181864|0.277777778|0.280141844|0.217379913|0.100715766
0.112230073|0.442416452|0.214464152|0.201587302|0.172340426|0.128296943|0.108962753
0.119223885|0.780719794|0.267724207|0.23968254|0.239007092|0.191877729|0.102912145
0.101186255|0.216195373|0.115038721|0.252380952|0.273049645|0.203755459|0.103821054
0.196548807|0.535989717|0.364401699|0.353968254|0.214893617|0.193624454|0.151614223
0.133600862|0.350899743|0.237297027|0.493650794|0.287234043|0.243231441|0.131681845
0.283234592|0.341645244|0.555058706|0.519047619|0.365248227|0.382620087|0.302305902
0.150252102|0.335475578|0.256932301|0.480952381|0.261702128|0.280611354|0.172463689
0.186292793|0.601799486|0.366849863|0.252380952|0.209219858|0.163930131|0.113105106
0.109770231|0.665552699|0.163602298|0.23968254|0.216312057|0.197816594|0.10692816
0.10178848|0.131876607|0.119085686|0.633333333|0.491489362|0.570218341|0.113346422
0.177934424|0.274807198|0.381638771|0.607936508|0.358156028|0.388908297|0.338007853
0.112653996|0.315938303|0.149462903|0.455555556|0.304255319|0.321484716|0.157492138
0.106429795|0.207969152|0.171396453|0.379365079|0.240425532|0.284104803|0.123621639
0.144533697|0.341645244|0.285860605|0.646031746|0.44751773|0.473449782|0.258963662
0.101897645|0.177120823|0.130976767|0.595238095|0.553900709|0.714148472|0.114455291
0.155872259|0.524678663|0.292105921|0.328571429|0.227659574|0.184541485|0.136366363
0.408897597|0.332390746|0.689807644|0.56984127|0.25177305|0.302969432|0.441923433
0.117777454|0.473264781|0.178341244|0.252380952|0.20212766|0.157991266|0.113265529
0.123837909|0.276863753|0.201623782|0.201587302|0.186524823|0.135982533|0.112151206
0.144917592|0.329305913|0.318436173|0.607936508|0.335460993|0.328820961|0.227320899
0.104648592|0.295372751|0.138321259|0.658730159|0.763829787|0.722882096|0.145443639
